HSCHOOL,AC_YEAR,AC_GRADE,Linear Algebra,Calculus I,Basic Mechanics,Chemistry I,Fundamentals of Informatics,Geometry,Calculus II,Basic Thermodynamics,Chemistry II,Engineering Drawing,MEAN,STD,PASSED,FAILED,NUM_SUBJ,Maths,Physics,Chemistry,Informatics,MEAN_CRED,ENROL_ECTS,PASS_ECTS,ALPHA,RANK_MEAN,NUM_STUD,RANKING
INST.JOAQUIM BAU,2011,10.993,5.35,5.325,4.875,3.875,4.5,6.2,6.325,6.575,6.65,5.625,5.53,1.302,7.75,2.25,10.0,5.8,5.725,5.262,5.062,6.074,75.0,60.0,0.822,5.039,4,100
INST.JOAQUIM BAU,2012,11.823,4.533,4.333,4.133,5.4,5.267,3.733,5.0,5.867,6.7,5.55,4.817,1.02,5.667,3.667,9.333,4.4,5.0,5.483,5.117,5.247,76.0,46.0,0.656,3.912,3,145
INST.JOAQUIM BAU,2013,11.428,5.45,5.6,6.45,7.7,4.05,5.2,5.5,2.4,5.0,5.85,5.32,1.84,7.0,3.0,10.0,5.438,4.425,6.35,4.95,6.688,86.25,60.0,0.736,5.006,2,85
INST.JOAQUIM BAU,2014,11.995,6.4,5.95,6.3,6.2,6.05,3.0,4.45,5.6,5.75,3.9,5.36,1.35,8.5,1.5,10.0,4.95,5.95,5.975,4.975,5.826,72.75,60.0,0.851,4.98,2,78
INST.SAMUEL GILI I GAYA,2010,11.33,0.0,3.5,2.4,3.9,2.9,4.8,6.5,2.6,6.4,5.1,3.81,1.99,3.0,7.0,10.0,3.7,2.5,5.15,4.0,6.188,102.0,60.0,0.588,3.64,1,148
INST.SAMUEL GILI I GAYA,2011,9.726,5.2,7.2,5.1,6.0,0.6,6.6,5.6,3.6,6.1,6.4,5.24,1.91,8.0,2.0,10.0,6.15,4.35,6.05,3.5,6.218,78.0,60.0,0.769,4.783,1,113
INST.SAMUEL GILI I GAYA,2013,11.022,3.8,4.3,5.2,4.5,2.4,4.0,3.7,3.3,5.1,0.4,3.67,1.42,2.0,8.0,10.0,3.95,4.25,4.8,1.4,5.48,115.5,60.0,0.519,2.847,1,166
INST.SAMUEL GILI I GAYA,2014,10.653,5.6,5.0,5.15,6.2,5.75,5.5,4.25,5.5,6.15,6.05,5.515,1.11,9.0,1.0,10.0,5.088,5.325,6.175,5.9,5.858,66.0,60.0,0.916,5.364,2,59
INST.SAMUEL GILI I GAYA,2015,11.984,6.0,6.2,5.3,7.2,5.6,5.8,5.0,5.0,6.8,5.4,5.83,0.74,10.0,0.0,10.0,5.75,5.15,7.0,5.5,5.795,60.0,60.0,1.0,5.795,1,33
INST.VALL D'HEBRON,2010,11.224,7.8,7.5,7.3,7.0,8.4,5.7,8.1,7.9,7.2,5.1,7.2,1.05,10.0,0.0,10.0,7.275,7.6,7.1,6.75,7.148,60.0,60.0,1.0,7.148,1,10
INST.JOAN FUSTER,2010,5.92,3.75,3.25,3.25,4.65,0.0,0.0,5.6,0.5,2.2,5.3,2.74,1.93,2.0,6.0,8.0,3.038,2.425,3.425,1.325,3.515,82.5,33.0,0.333,1.726,2,171
INST.JOAN FUSTER,2011,10.698,1.8,0.9,0.8,0.0,1.9,,,,,,1.08,0.79,0.0,5.0,5.0,1.35,0.8,0.0,1.9,0.0,60.0,0.0,0.0,0.0,1,171
SAGRAT COR-DIPUTACIÓ,2010,10.914,6.4,5.4,6.2,7.0,6.5,5.2,5.4,5.3,5.7,5.4,5.85,0.63,10.0,0.0,10.0,5.6,5.75,6.35,5.95,5.842,60.0,60.0,1.0,5.842,1,39
SAGRAT COR-DIPUTACIÓ,2011,10.646,4.5,5.3,5.9,5.1,5.4,7.5,5.0,6.2,5.1,7.8,5.78,1.09,9.0,1.0,10.0,5.575,6.05,5.1,6.6,6.128,66.0,60.0,0.909,5.57,1,76
SAGRAT COR-DIPUTACIÓ,2012,11.41,5.18,4.84,4.84,6.6,6.92,3.94,4.02,3.76,4.86,3.62,4.858,1.668,5.6,4.4,10.0,4.495,4.3,5.73,5.27,5.806,81.9,52.8,0.637,3.853,5,146
SAGRAT COR-DIPUTACIÓ,2013,10.875,5.55,6.25,6.125,6.9,8.275,5.75,5.625,5.425,6.35,6.7,6.295,1.278,9.25,0.75,10.0,5.794,5.775,6.625,7.488,6.446,64.5,60.0,0.932,6.01,4,44
SAGRAT COR-DIPUTACIÓ,2014,10.731,5.35,6.1,4.7,7.45,8.5,4.0,6.25,5.15,5.05,6.95,5.95,1.555,9.0,1.0,10.0,5.425,4.925,6.25,7.725,6.158,66.0,60.0,0.916,5.631,2,46
SAGRAT COR-DIPUTACIÓ,2015,12.325,7.85,5.6,5.45,7.15,7.25,5.75,5.2,5.45,7.55,6.25,6.35,1.245,10.0,0.0,10.0,6.1,5.45,7.35,6.75,6.318,60.0,60.0,1.0,6.318,2,24
SANT JOSEP - SANT SADURNI,2010,9.6,5.5,5.0,0.3,5.6,1.6,0.0,4.2,3.2,5.0,6.2,3.66,2.28,5.0,5.0,10.0,3.675,1.75,5.3,3.9,5.45,102.0,60.0,0.588,3.206,1,158
SANT JOSEP - SANT SADURNI,2011,10.867,3.8,4.9,4.467,4.333,0.867,5.5,5.733,4.8,5.333,3.733,4.347,1.777,6.0,4.0,10.0,4.983,4.633,4.833,2.3,5.573,86.5,60.0,0.694,3.87,3,141
SANT JOSEP - SANT SADURNI,2012,11.415,4.2,3.2,3.825,4.4,5.525,4.8,3.7,3.775,5.725,5.2,4.435,1.427,4.5,5.5,10.0,3.975,3.8,5.062,5.363,5.781,103.125,55.5,0.569,3.352,4,168
SANT JOSEP - SANT SADURNI,2013,11.849,3.217,4.0,5.317,5.45,4.917,6.48,4.88,4.0,5.66,5.06,4.463,1.478,5.667,3.5,9.167,4.171,4.325,5.083,4.567,5.12,71.25,50.0,0.631,3.892,6,146
SANT JOSEP - SANT SADURNI,2014,11.177,4.267,3.4,3.933,3.667,2.967,5.25,4.35,5.05,7.0,5.55,4.017,1.413,3.667,4.667,8.333,4.083,4.267,4.25,3.4,4.056,80.5,40.0,0.441,2.681,3,158
SANT JOSEP - SANT SADURNI,2015,11.475,6.6,6.3,3.85,6.55,7.25,2.8,5.5,5.55,5.85,5.55,5.58,1.575,7.5,2.5,10.0,5.3,4.7,6.2,6.4,5.788,63.0,48.0,0.772,4.686,2,53
INST.BISBE SIVILLA,2010,9.72,6.4,6.3,5.0,4.0,0.3,6.2,6.1,0.1,1.7,5.5,4.16,2.53,6.0,4.0,10.0,6.25,2.55,2.85,2.9,5.862,88.5,60.0,0.678,3.975,1,131
INST.BISBE SIVILLA,2013,12.24,5.5,6.6,5.8,8.3,7.4,9.0,5.2,5.0,5.5,8.2,6.65,1.47,10.0,0.0,10.0,6.575,5.4,6.9,7.8,6.718,60.0,60.0,1.0,6.718,1,28
INST.BISBE SIVILLA,2015,11.048,7.8,3.0,5.0,0.0,0.7,5.2,,,,6.2,3.99,2.88,4.0,3.0,7.0,5.333,5.0,0.0,3.45,4.545,55.5,37.5,0.676,3.071,1,118
INST.JOAN BRUDIEU,2010,9.678,0.0,1.6,1.5,0.0,2.0,,,,,,1.02,0.95,0.0,5.0,5.0,0.8,1.5,0.0,2.0,0.61,60.0,0.0,0.0,0.0,1,179
INST.JOAN BRUDIEU,2011,11.245,6.85,7.85,5.85,5.2,7.4,6.55,7.5,5.45,7.95,7.15,6.775,1.105,9.5,0.5,10.0,7.188,5.65,6.575,7.275,6.91,63.0,60.0,0.954,6.606,2,30
INST.JOAN BRUDIEU,2013,11.702,5.85,7.15,7.1,7.2,7.45,7.25,6.55,5.25,5.3,7.6,6.67,1.195,10.0,0.0,10.0,6.7,6.175,6.25,7.525,6.728,60.0,60.0,1.0,6.728,2,27
INST.LLUíS DOMENECH I MONTANER,2010,10.48,5.8,5.0,5.3,6.0,5.6,5.0,7.8,5.0,6.6,6.4,5.85,0.9,10.0,0.0,10.0,5.9,5.15,6.3,6.0,5.845,60.0,60.0,1.0,5.845,1,38
INST.LLUíS DOMENECH I MONTANER,2012,12.05,7.9,7.8,7.5,6.8,8.6,6.1,5.1,5.0,7.3,8.0,7.01,1.24,10.0,0.0,10.0,6.725,6.25,7.05,8.3,7.028,60.0,60.0,1.0,7.028,1,9
INST.LLUíS DOMENECH I MONTANER,2013,12.264,7.4,8.4,7.6,9.4,7.3,7.8,5.0,7.8,7.4,6.5,7.46,1.15,10.0,0.0,10.0,7.15,7.7,8.4,6.9,7.437,60.0,60.0,1.0,7.437,1,7
LA SALLE MONTCADA,2010,10.724,6.6,4.4,4.6,6.2,4.0,6.1,5.4,0.4,6.3,7.8,5.18,2.03,6.0,4.0,10.0,5.625,2.5,6.25,5.9,6.188,84.0,60.0,0.714,4.42,1,109
LA SALLE MONTCADA,2014,9.538,7.8,3.2,3.0,5.8,6.0,3.0,0.3,1.8,5.0,3.4,3.93,2.22,4.0,6.0,10.0,3.575,2.4,5.4,4.7,5.655,97.5,42.0,0.431,2.436,1,159
ESCOLA AUGUSTA,2010,10.846,5.6,5.1,5.7,6.3,2.5,5.8,4.8,5.1,5.6,2.4,4.89,1.35,7.0,3.0,10.0,5.325,5.4,5.95,2.45,5.647,79.5,60.0,0.755,4.262,1,120
STEL.LA,2010,11.78,7.2,5.0,5.1,6.3,5.6,5.2,5.3,5.0,7.6,7.0,5.93,1.01,10.0,0.0,10.0,5.675,5.05,6.95,6.3,5.915,60.0,60.0,1.0,5.915,1,37
STEL.LA,2011,11.019,6.45,7.15,5.3,5.65,4.45,6.65,6.3,6.55,6.5,5.7,6.07,1.02,8.5,1.5,10.0,6.638,5.925,6.075,5.075,6.52,69.0,60.0,0.885,5.829,2,64
STEL.LA,2012,10.82,5.0,3.7,5.0,4.0,4.1,0.0,4.0,3.5,5.0,5.2,3.95,1.52,4.0,6.0,10.0,3.175,4.25,4.5,4.65,5.505,108.0,60.0,0.556,3.058,1,175
VIROLAI,2010,10.074,0.0,0.5,3.1,0.0,3.4,,,,,,1.4,1.7,0.0,5.0,5.0,0.25,3.1,0.0,3.4,0.2,60.0,0.0,0.0,0.0,1,179
VIROLAI,2011,10.744,3.8,4.7,3.1,5.1,1.3,7.0,3.8,2.8,3.9,5.4,4.09,1.57,3.0,7.0,10.0,4.825,2.95,4.5,3.35,5.51,100.5,48.0,0.478,2.632,1,154
VIROLAI,2013,12.001,4.767,5.167,5.9,6.433,7.233,5.767,5.233,4.167,4.867,6.9,5.643,1.14,8.0,2.0,10.0,5.233,5.033,5.65,7.067,6.085,72.0,60.0,0.846,5.167,3,74
VIROLAI,2014,11.578,6.7,5.9,5.375,5.325,7.575,5.8,4.225,5.6,6.475,6.725,5.97,1.285,8.0,2.0,10.0,5.656,5.488,5.9,7.15,6.506,72.0,60.0,0.857,5.63,4,47
VIROLAI,2015,12.367,6.733,5.867,5.133,7.133,7.1,4.667,4.4,4.5,7.333,5.333,5.82,1.313,7.333,2.667,10.0,5.417,4.817,7.233,6.217,5.833,62.0,45.5,0.737,4.392,3,62
MARE DE DÉU DELS ÀNGELS,2010,10.578,5.5,5.4,5.7,7.5,5.2,5.0,7.2,6.1,5.0,5.3,5.79,0.89,10.0,0.0,10.0,5.775,5.9,6.25,5.25,5.798,60.0,60.0,1.0,5.798,1,42
MARE DE DÉU DELS ÀNGELS,2011,10.646,6.0,7.9,4.8,5.8,4.7,3.7,4.2,8.1,6.4,5.0,5.66,1.48,6.0,4.0,10.0,5.45,6.45,6.1,4.85,6.045,90.0,60.0,0.667,4.03,1,137
SANTA TERESA DE LISIEUX,2011,9.722,6.6,7.0,7.0,5.6,7.9,7.0,7.2,7.3,7.0,8.2,7.08,0.7,10.0,0.0,10.0,6.95,7.15,6.3,8.05,7.11,60.0,60.0,1.0,7.11,1,12
SANTA TERESA DE LISIEUX,2012,11.114,4.4,5.0,3.9,6.2,1.3,3.6,5.0,4.4,5.8,3.2,4.28,1.4,4.0,6.0,10.0,4.5,4.15,6.0,2.25,5.658,97.5,60.0,0.615,3.482,1,166
SANTA TERESA DE LISIEUX,2014,10.498,2.2,1.8,2.1,1.6,0.7,1.2,4.1,3.1,3.4,6.7,2.69,1.75,1.0,9.0,10.0,2.325,2.6,2.5,3.7,5.743,142.5,48.0,0.337,1.934,1,165
SANTA TERESA DE LISIEUX,2015,11.18,5.3,5.45,4.4,6.15,3.65,5.1,5.4,6.1,7.7,6.8,4.835,1.33,5.0,2.5,7.5,4.9,4.675,5.95,3.75,4.983,60.0,45.0,0.75,4.118,2,72
"HAMELIN, INTERNACIONAL LAIE",2010,10.388,5.2,4.3,6.3,5.0,4.2,5.8,5.0,5.6,5.8,5.4,5.26,0.67,8.0,2.0,10.0,5.075,5.95,5.4,4.8,5.43,72.0,60.0,0.833,4.525,1,102
"HAMELIN, INTERNACIONAL LAIE",2014,10.462,4.7,2.4,2.7,1.9,5.3,6.6,5.1,2.2,1.5,2.5,3.49,1.76,3.0,7.0,10.0,4.7,2.45,1.7,3.9,5.748,108.0,60.0,0.556,3.193,1,144
"HAMELIN, INTERNACIONAL LAIE",2015,10.432,5.8,3.8,2.2,5.0,1.4,4.1,,,3.4,9.0,4.34,2.35,3.0,5.0,8.0,4.567,2.2,4.2,5.2,4.03,54.0,25.5,0.472,1.903,1,154
INST.JULIO ANTONIO,2011,10.616,5.6,5.8,4.3,6.0,6.9,5.0,6.5,3.6,7.1,6.6,5.74,1.15,8.0,2.0,10.0,5.725,3.95,6.55,6.75,6.078,72.0,60.0,0.833,5.065,1,97
INST.JULIO ANTONIO,2012,10.521,3.35,4.2,4.8,6.45,6.05,5.2,2.75,3.65,5.7,5.0,4.715,1.4,5.5,4.5,10.0,3.875,4.225,6.075,5.525,5.898,86.25,51.75,0.694,4.208,2,133
INST.JULIO ANTONIO,2013,10.552,4.6,4.4,4.3,6.0,3.0,5.4,2.2,3.2,5.0,0.3,3.84,1.7,3.0,7.0,10.0,4.15,3.75,5.5,1.65,4.66,109.5,22.5,0.205,0.958,1,177
INST.JULIO ANTONIO,2014,10.324,5.8,5.3,6.3,6.6,7.5,5.1,5.0,6.4,5.8,1.0,5.48,1.75,9.0,1.0,10.0,5.3,6.35,6.2,4.25,6.135,67.5,60.0,0.889,5.453,1,53
MARE DÉU DEL CARME-TARRAGONA,2011,11.396,5.9,6.4,4.3,7.5,5.0,5.7,5.6,5.0,5.7,5.7,5.68,0.86,9.0,1.0,10.0,5.9,4.65,6.6,5.35,5.8,66.0,60.0,0.909,5.273,1,87
MARE DÉU DEL CARME-TARRAGONA,2012,12.4,7.9,5.3,5.8,7.3,6.3,6.2,2.9,5.0,6.5,5.5,5.87,1.37,9.0,1.0,10.0,5.575,5.4,6.9,5.9,6.295,66.0,60.0,0.909,5.723,1,53
MARE DÉU DEL CARME-TARRAGONA,2015,10.86,5.4,2.8,4.1,6.5,3.2,2.9,1.9,4.0,1.7,7.3,3.98,1.89,3.0,7.0,10.0,3.25,4.05,4.1,5.25,4.78,72.0,31.5,0.438,2.091,1,152
INST.RAMON COLL I RODÉS,2011,10.335,6.1,4.65,4.85,4.3,6.25,4.9,3.35,4.7,5.05,3.55,4.77,1.39,5.5,4.5,10.0,4.75,4.775,4.675,4.9,5.152,86.25,44.25,0.626,3.773,2,143
INST.RAMON COLL I RODÉS,2012,11.724,5.65,5.0,5.8,6.55,7.2,6.1,5.15,5.45,7.1,6.7,6.07,0.865,10.0,0.0,10.0,5.475,5.625,6.825,6.95,6.06,60.0,60.0,1.0,6.06,2,34
INST.CIUTAT DE BALAGUER,2011,10.289,6.467,5.5,5.533,6.4,7.867,6.2,6.0,5.867,5.6,6.867,6.23,1.017,9.0,1.0,10.0,6.042,5.7,6.0,7.367,6.322,70.0,60.0,0.874,5.582,3,74
INST.LA FERRERIA,2011,11.274,0.0,1.4,1.5,0.0,2.7,,,,,,1.12,1.14,0.0,5.0,5.0,0.7,1.5,0.0,2.7,0.56,30.0,0.0,0.0,0.0,1,171
INST.SERRALLARGA,2011,10.894,5.9,5.3,5.7,2.9,6.4,6.0,5.9,2.1,4.6,5.1,4.99,1.42,7.0,3.0,10.0,5.775,3.9,3.75,5.75,5.948,82.5,60.0,0.727,4.325,1,129
INST.SERRALLARGA,2015,10.644,5.8,5.9,4.1,5.4,9.3,5.0,5.0,2.8,5.9,5.7,5.49,1.65,8.0,2.0,10.0,5.425,3.45,5.65,7.5,5.485,60.0,48.0,0.8,4.388,1,63
INST.BADALONA VII,2010,7.434,3.3,1.6,4.7,3.8,8.3,5.5,5.5,0.9,6.5,8.5,4.86,2.55,5.0,5.0,10.0,3.975,2.8,5.15,8.4,6.7,102.0,60.0,0.588,3.941,1,134
INST.BADALONA VII,2014,10.904,5.7,5.7,7.0,7.0,8.5,6.3,5.1,6.0,5.5,9.5,6.63,1.41,10.0,0.0,10.0,5.7,6.5,6.25,9.0,6.73,60.0,60.0,1.0,6.73,1,22
INST.RONDA,2011,11.972,6.5,6.8,6.1,7.3,9.0,7.1,7.6,5.2,6.1,8.4,7.01,1.13,10.0,0.0,10.0,7.0,5.65,6.7,8.7,7.068,60.0,60.0,1.0,7.068,1,14
INST.RONDA,2012,10.924,7.4,9.0,7.4,5.4,7.1,4.6,4.3,3.9,5.8,6.5,6.14,1.63,7.0,3.0,10.0,6.325,5.65,5.6,6.8,7.058,78.0,60.0,0.769,5.429,1,65
INST.RONDA,2013,12.186,6.4,7.5,6.4,8.3,10.0,7.7,5.8,5.0,7.5,7.9,7.25,1.42,10.0,0.0,10.0,6.85,5.7,7.9,8.95,7.26,60.0,60.0,1.0,7.26,1,9
INST.RONDA,2014,10.676,5.6,6.1,2.1,2.5,2.3,3.7,6.5,3.2,5.2,2.6,3.98,1.7,4.0,6.0,10.0,5.475,2.65,3.85,2.45,5.645,97.5,60.0,0.615,3.474,1,135
ESCOLÀPIES LLURIA-BARCELONA,2010,12.126,7.6,8.2,6.2,0.0,9.0,8.0,7.4,8.0,7.9,5.2,6.75,2.6,9.0,1.0,10.0,7.8,7.1,3.95,7.1,7.453,66.0,60.0,0.909,6.775,1,21
ESCOLÀPIES LLURIA-BARCELONA,2011,9.932,5.2,4.5,3.6,4.0,5.4,4.0,5.3,5.3,5.4,5.0,4.77,0.68,6.0,4.0,10.0,4.75,4.45,4.7,5.2,5.38,90.0,60.0,0.667,3.587,1,146
ESCOLÀPIES LLURIA-BARCELONA,2013,11.0,2.2,3.6,5.1,4.0,2.9,3.4,4.4,2.6,3.9,5.2,3.73,1.0,2.0,8.0,10.0,3.4,3.85,3.95,4.05,5.675,130.5,60.0,0.46,2.609,1,168
INST.ILLA DE RODES,2011,11.368,6.867,7.833,7.2,7.467,8.367,7.967,8.4,6.533,7.8,7.333,7.577,0.857,10.0,0.0,10.0,7.767,6.867,7.633,7.85,7.565,60.0,60.0,1.0,7.565,3,6
INST.ALEXANDRE DEULOFEU,2011,11.862,7.3,7.3,6.2,6.2,8.4,7.7,7.75,7.85,6.0,6.75,7.145,1.23,8.0,2.0,10.0,7.512,7.025,6.1,7.575,7.769,75.0,60.0,0.834,6.638,2,29
INST.ALEXANDRE DEULOFEU,2015,13.14,6.6,4.0,5.7,9.1,7.3,1.9,5.1,2.3,6.3,5.0,5.33,2.2,7.0,3.0,10.0,4.4,4.0,7.7,6.15,5.297,60.0,42.0,0.7,3.708,1,86
INST.FORT PIUS,2011,11.097,7.033,7.6,6.0,7.1,8.0,5.167,6.633,2.433,4.867,8.033,6.287,2.073,7.667,2.333,10.0,6.608,4.217,5.983,8.017,6.951,73.0,60.0,0.826,5.729,3,71
LA SALLE-TARRAGONA,2011,11.805,6.6,7.15,5.9,5.6,6.15,6.9,6.75,5.8,6.0,5.45,6.23,0.865,6.5,3.5,10.0,6.85,5.85,5.8,5.8,6.874,87.0,60.0,0.763,5.547,2,79
LA SALLE-TARRAGONA,2012,11.564,6.5,4.2,5.2,5.1,5.0,3.3,5.0,7.3,8.1,5.0,5.47,1.43,8.0,2.0,10.0,4.75,6.25,6.6,5.0,5.712,72.0,60.0,0.833,4.76,1,96
LA SALLE-TARRAGONA,2013,12.0,5.45,5.45,7.35,7.45,7.85,5.35,5.85,6.35,4.55,6.25,6.19,1.28,8.5,1.5,10.0,5.525,6.85,6.0,7.05,6.467,68.25,60.0,0.892,5.799,2,51
LA SALLE-TARRAGONA,2014,11.723,5.2,5.833,4.533,5.967,6.9,5.467,5.7,5.233,6.267,6.0,5.71,1.077,9.0,1.0,10.0,5.55,4.883,6.117,6.45,6.01,68.0,60.0,0.905,5.452,3,54
LA SALLE GIRONA,2011,10.486,6.1,5.2,5.0,4.2,0.0,6.5,5.3,6.0,3.3,5.9,4.75,1.92,7.0,3.0,10.0,5.775,5.5,3.75,2.95,6.228,82.5,60.0,0.727,4.529,1,123
LA SALLE GIRONA,2013,9.948,6.3,6.45,7.3,6.5,8.35,7.3,7.0,6.6,5.4,8.65,6.985,1.225,8.5,1.5,10.0,6.762,6.95,5.95,8.5,7.266,68.25,60.0,0.892,6.592,2,31
LA SALLE GIRONA,2014,10.002,5.0,5.8,2.8,6.1,5.3,5.0,5.0,5.5,4.2,6.3,5.1,1.01,8.0,2.0,10.0,5.2,4.15,5.15,5.8,5.785,70.5,60.0,0.851,4.923,1,80
"MIRASAN, COL.LEGI",2011,9.732,2.9,5.6,4.5,3.7,0.4,1.6,4.5,5.0,4.7,5.0,3.79,1.67,3.0,7.0,10.0,3.65,4.75,4.2,2.7,5.168,106.5,42.0,0.394,2.038,1,158
SAGRAT COR - EL VENDRELL,2011,12.668,8.0,7.8,8.1,7.6,9.3,9.3,9.2,9.1,10.0,9.3,8.77,0.82,10.0,0.0,10.0,8.575,8.6,8.8,9.3,8.752,60.0,60.0,1.0,8.752,1,1
SAGRAT COR - EL VENDRELL,2015,12.094,3.9,2.7,2.7,1.9,1.2,,,,,,2.48,1.01,0.0,5.0,5.0,3.3,2.7,1.9,1.2,1.24,30.0,0.0,0.0,0.0,1,199
SANTA TERESA DE JESÚS,2011,10.612,5.94,6.06,6.12,6.12,6.36,6.22,6.5,5.5,6.92,6.34,6.208,0.892,9.6,0.4,10.0,6.18,5.81,6.52,6.35,6.291,62.4,60.0,0.964,6.085,5,52
SANTA TERESA DE JESÚS,2012,11.442,5.8,2.95,4.75,3.75,3.65,2.45,2.4,1.9,2.45,4.6,3.47,1.775,2.5,7.5,10.0,3.4,3.325,3.1,4.125,4.596,128.25,45.75,0.36,1.76,2,190
SANTA TERESA DE JESÚS,2014,10.404,5.3,2.6,4.2,4.2,3.3,2.5,7.0,5.0,4.2,1.4,3.97,1.61,3.0,7.0,10.0,4.35,4.6,4.2,2.35,6.018,102.0,60.0,0.588,3.54,1,132
SANTA TERESA DE JESÚS,2015,11.959,7.4,4.55,5.65,8.15,7.65,4.15,5.0,5.15,6.25,5.55,5.95,1.7,8.5,1.5,10.0,5.275,5.4,7.2,6.6,5.932,60.0,50.25,0.838,5.072,2,41
INST.MARTÍ L'HUMÀ,2011,11.752,8.0,5.3,5.8,5.2,4.3,7.3,7.7,6.9,8.3,5.0,6.38,1.43,9.0,1.0,10.0,7.075,6.35,6.75,4.65,6.788,66.0,60.0,0.909,6.17,1,43
INST.MARTÍ L'HUMÀ,2013,10.878,5.6,7.0,7.0,7.7,7.8,3.3,1.7,2.0,1.4,7.6,5.11,2.71,6.0,4.0,10.0,4.4,4.5,4.55,7.7,6.623,82.5,60.0,0.727,4.816,1,94
LESTONNAC-L'ENSENYANÇA TARRAGO,2011,10.924,5.6,7.15,5.3,5.45,4.7,7.25,7.5,5.95,7.3,4.0,6.02,1.36,8.0,2.0,10.0,6.875,5.625,6.375,4.35,6.441,75.75,60.0,0.828,5.44,2,82
LESTONNAC-L'ENSENYANÇA TARRAGO,2012,12.86,7.3,7.5,7.4,8.8,8.5,6.8,5.1,7.2,8.7,6.7,7.4,1.11,10.0,0.0,10.0,6.675,7.3,8.75,7.6,7.35,60.0,60.0,1.0,7.35,1,5
LESTONNAC-L'ENSENYANÇA TARRAGO,2013,12.438,6.9,7.0,6.5,9.2,10.0,6.3,5.8,6.2,5.8,7.5,7.12,1.42,10.0,0.0,10.0,6.5,6.35,7.5,8.75,7.162,60.0,60.0,1.0,7.162,1,15
LESTONNAC-L'ENSENYANÇA TARRAGO,2014,10.639,5.333,5.8,4.95,5.7,5.75,6.35,5.25,5.6,6.067,5.8,5.6,0.81,7.333,1.0,8.333,5.558,5.3,5.767,5.817,4.91,56.0,50.0,0.914,4.4,3,101
INST.CAMBRILS,2011,11.486,5.45,7.0,5.6,4.6,6.3,6.05,7.2,4.75,8.1,7.65,6.27,1.395,7.5,2.5,10.0,6.425,5.175,6.35,6.975,6.914,75.0,60.0,0.834,5.874,2,62
INST.CAMBRILS,2012,10.45,7.1,7.4,5.3,9.3,8.5,5.0,6.2,5.0,8.1,5.9,6.78,1.53,10.0,0.0,10.0,6.425,5.15,8.7,7.2,6.725,60.0,60.0,1.0,6.725,1,18
INST.CAMBRILS,2014,10.243,6.5,3.5,4.7,7.2,4.15,4.0,3.35,4.65,6.55,5.95,5.055,1.74,7.0,3.0,10.0,4.338,4.675,6.875,5.05,5.659,78.0,48.0,0.688,4.312,2,103
INST.SERRA DE MARINA,2011,10.93,8.0,7.0,6.8,7.4,7.8,6.4,7.2,9.1,7.6,8.1,7.54,0.77,10.0,0.0,10.0,7.15,7.95,7.5,7.95,7.552,60.0,60.0,1.0,7.552,1,7
INST.VALERIA PUJOL I BOSCH,2011,10.34,5.9,4.95,4.55,3.45,5.35,3.8,5.0,5.7,4.65,5.8,4.915,1.195,5.5,4.5,10.0,4.912,5.125,4.05,5.575,5.767,95.25,60.0,0.67,3.888,2,140
INST.VALERIA PUJOL I BOSCH,2014,10.734,5.2,6.1,5.0,5.0,5.4,5.7,3.1,2.9,5.7,7.7,5.18,1.39,8.0,2.0,10.0,5.025,3.95,5.35,6.55,5.81,72.0,60.0,0.833,4.842,1,85
EDUCEM II,2011,11.0,3.5,5.5,5.15,4.6,5.05,1.75,2.5,2.4,2.6,1.7,3.475,2.055,3.5,6.5,10.0,3.312,3.775,3.6,3.375,4.508,84.0,42.0,0.478,2.238,2,157
EDUCEM II,2012,10.51,3.2,3.8,2.4,5.0,5.6,2.7,2.6,3.6,4.5,1.7,3.51,1.24,2.0,8.0,10.0,3.075,3.0,4.75,3.65,5.715,144.0,60.0,0.417,2.381,1,185
EDUCEM II,2013,10.542,0.0,0.9,1.7,0.0,0.3,,,,,,0.58,0.73,0.0,5.0,5.0,0.45,1.7,0.0,0.3,0.29,30.0,0.0,0.0,0.0,1,185
EDUCEM II,2014,10.97,4.0,4.0,5.0,5.6,6.6,2.7,,2.8,5.1,7.6,4.82,1.64,5.0,4.0,9.0,3.567,3.9,5.35,7.1,4.762,66.0,42.0,0.636,3.031,1,148
EDUCEM II,2015,11.628,5.9,5.3,4.45,6.25,3.45,6.1,5.0,4.4,5.95,3.3,4.78,1.54,6.5,2.5,9.0,5.113,4.425,6.1,3.375,4.434,60.0,38.25,0.638,3.509,2,97
INST.NARCÍS OLLER,2011,10.972,3.5,4.6,1.2,4.3,1.4,,,,,,3.0,1.6,0.0,5.0,5.0,4.05,1.2,4.3,1.4,1.5,30.0,0.0,0.0,0.0,1,171
INST.NARCÍS OLLER,2013,11.373,4.75,4.35,5.8,6.0,6.95,5.45,4.4,4.5,4.3,5.8,5.23,1.265,7.0,3.0,10.0,4.738,5.15,5.15,6.375,6.036,80.25,60.0,0.798,4.906,2,90
INST.NARCÍS OLLER,2014,11.28,6.0,5.3,6.1,5.0,7.1,5.0,5.0,7.2,5.1,7.1,5.89,0.95,10.0,0.0,10.0,5.325,6.65,5.05,7.1,5.94,60.0,60.0,1.0,5.94,1,39
